word,count,pred,truth,category
يَتَّقِي,1,يتق | ي,ي | تقي,wrong_content
بِكَافٍ,1,بكاف,ب | كاف,too_few_segments
وَيُخَوِّفُونَكَ,1,و | ي | خوفون | ك,و | ي | خوف | ون | ك,too_few_segments
أَرَادَنِيَ,1,أراد | ني,أراد | ن | ي,too_few_segments
أَرَادَنِي,1,أراد | ني,أراد | ن | ي,too_few_segments
يَتَوَكَّلُ,1,يتوكل,ي | توكل,too_few_segments
اشْمَأَزَّتْ,1,ا | شمأز | ت,اشمأز | ت,too_many_segments
أُوتِيْتُهُ,1,أوتي | ة | ه,أوتي | ت | ه,wrong_content
يَاحَسْرَتَا,1,يا | حسرتا,يا | حسر | ة | ا,too_few_segments
فَرَّطْتُ,1,ف | رط | ت,فرط | ت,too_many_segments
فَأَكُونَ,1,ف | أك | ون,ف | أ | كون,wrong_content
وَيُنَجِّي,1,و | ي | نج | ي,و | ي | نجي,too_many_segments
تَأْمُرُونِّي,1,ت | أمرون | ني,ت | أمر | ون | ي,too_few_segments
لَيَحْبَطَنَّ,1,ليحبطن,ل | ي | حبط | ن,too_few_segments
وَلَتَكُونَنَّ,1,و | لتكونن,و | ل | ت | كون | ن,too_few_segments
قَبْضَتُهُ,1,قبض | ة | ه,قبض | ت | ه,wrong_content
وَأَشْرَقَتِ,1,و | أشرقت,و | أشرق | ت,too_few_segments
فَادْخُلُوهَا,1,ف | ادخلو | ها,ف | ادخل | و | ها,too_few_segments
نَتَبَوَّأُ,1,نتبوأ,ن | تبوأ,too_few_segments
تَقَلُّبُهُمْ,1,ت | قلب | هم,تقلب | هم,too_many_segments
وَالْأَحْزَابُ,1,و | ال | أحزاب,و | ال | والأحزاب,wrong_content
وَهَمَّتْ,1,و | همت,و | هم | ت,too_few_segments
لِيَأْخُذُوهُ,1,ل | ي | أخذو | ه,ل | ي | أخذ | و | ه,too_few_segments
فَأَخَذْتُهُمْ,1,ف | أخذ | ة | هم,ف | أخذ | ت | هم,wrong_content
وَسِعْتَ,1,و | سع | ت,وسع | ت,too_many_segments
وَقِهِمْ,1,و | قهم,و | ق | هم,too_few_segments
وَعَدْتَهُمْ,1,و | عد | ت | هم,وعد | ت | هم,too_many_segments
وَقِهِمُ,1,و | قهم,و | ق | هم,too_few_segments
تَقِ,1,تق,ت | ق,too_few_segments
رَحِمْتَهُ,1,رحم | ة | ه,رحم | ت | ه,wrong_content
لَمَقْتُ,1,لمق | ت,ل | مقت,wrong_content
مَقْتِكُمْ,1,مق | ت | كم,مقت | كم,too_many_segments
وَأَحْيَيْتَنَا,1,و | أحيي | ة | نا,و | أحيي | ت | نا,wrong_content
الْعَلِيِّ,1,ال | على | ي,ال | علي,too_many_segments
الْأَعْيُنِ,1,ال | أع | ين,ال | أعين,too_many_segments
ذَرُونِي,1,ذرو | ني,ذر | ون | ي,too_few_segments
أَقْتُلْ,1,أقتل,أ | قتل,too_few_segments
وَلْيَدْعُ,1,وليدع,و | ل | ي | دع,too_few_segments
أُرِيكُمْ,1,أري | كم,أ | ري | كم,too_few_segments
أَهْدِيكُمْ,1,أهدي | كم,أ | هدي | كم,too_few_segments
تُوَلُّونَ,1,تول | ون,ت | ول | ون,too_few_segments
أَبْلُغُ,1,أبلغ,أ | بلغ,too_few_segments
فَأَطَّلِعَ,1,ف | أطلع,ف | أ | طلع,too_few_segments
اتَّبِعُونِ,1,اتبع | ون,قوم | تبع | و | ن,too_few_segments
أَهْدِكُمْ,1,أهد | كم,أ | هد | كم,too_few_segments
وَتَدْعُونَنِي,1,و | ت | دعون | ني,و | ت | دع | ون | ن | ي,too_few_segments
لِأَكْفُرَ,1,ل | أكفر,ل | أ | كفر,too_few_segments
وَأُشْرِكَ,1,و | أشر | ك,و | أ | شرك,wrong_content
وَأُفَوِّضُ,1,و | أفوض,و | أ | فوض,too_few_segments
سَيِّئَاتِ,1,س | يئ | ات,سيئ | ات,too_many_segments
غُدُوَّاً,1,غد | وا,غدو | ا,wrong_content
أَدْخِلُوا,1,أدخل | وا,أ | دخل | وا,too_few_segments
لَنَنْصُرُ,1,لننصر,ل | ن | نصر,too_few_segments
بِبَالِغِيهِ,1,ب | بالغي | ه,ب | بالغ | ي | ه,too_few_segments
لَخَلْقُ,1,لخلق,ل | خلق,too_few_segments
ادْعُونِي,1,ادعو | ني,ادع | و | ن | ي,too_few_segments
أَسْتَجِبْ,1,أستجب,أ | ستجب,too_few_segments
جَاءَنِيَ,1,جاء | ني,جاء | ن | ي,too_few_segments
أُسْلِمَ,1,أسلم,أ | سلم,too_few_segments
يُسْحَبُونَ,1,ي | سحب | ون,ي | سحب | و | ن,too_few_segments
وَاسْتَغْفِرُوهُ,1,و | استغفرو | ه,و | استغفر | و | ه,too_few_segments
لَتَكْفُرُونَ,1,لتكفر | ون,ل | ت | كفر | ون,too_few_segments
وَبَارَكَ,1,و | بار | ك,و | بارك,too_many_segments
أَقْوَاتَهَا,1,أقو | ات | ها,أقوات | ها,too_many_segments
ائْتِيَا,1,ائتيا,ا | ئتي | ا,too_few_segments
وَزَيَّنَّا,1,و | زين | نا,و | زي | نا,wrong_content
أَنْذَرْتُكُمْ,1,أنذر | ة | كم,أنذر | ت | كم,wrong_content
وَذَلِكُمْ,1,و | ذل | كم,و | ذلك | م,wrong_content
تَسْمَعُوا,1,ت | سمع | وا,ت | تسمع | وا,wrong_content
وَالْغَوْا,1,و | ال | غوا,و | ا | لغ | وا,too_few_segments
فَلَنُذِيقَنَّ,1,ف | لنذيقن,ف | ل | ن | ذيق | ن,too_few_segments
أَضَلَّانَا,1,أضلا | نا,أضل | ا | نا,too_few_segments
لِيَكُونَا,1,ل | ي | كو | نا,ل | ي | كون | ا,wrong_content
تَتَنَزَّلُ,1,تتنزل,ت | تنزل,too_few_segments
تَشْتَهِي,1,ت | شته | ي,ت | شتهي,too_many_segments
أَعْجَمِيَّاً,1,أعجمي | ا,أعجم | ي | ا,too_few_segments
أَأَعْجَمِيٌّ,1,أ | أعجمي,أ | أعجم | ي,too_few_segments
وَعَرَبِيٌّ,1,و | عربي,و | عرب | ي,too_few_segments
آذَنَّاكَ,1,آذ | نا | ك,آذن | نا | ك,wrong_content
فَلَنُنَبِّئَنَّ,1,ف | لننبئن,ف | ل | ن | نبئ | ن,too_few_segments
يَكْفِ,1,يكف,ي | كف,too_few_segments
لِقَاءِ,1,ل | قاء,لقاء,too_many_segments
لَجَعَلَهُمْ,1,لجعل | هم,ل | جعل | هم,too_few_segments
فَاطِرُ,1,ف | اطر,فاطر,too_many_segments
كَمِثْلِهِ,1,كمثل | ه,ك | مثل | ه,too_few_segments
وَصَّى,1,و | صى,وصى,too_many_segments
لِأَعْدِلَ,1,ل | أعدل,ل | أ | عدل,too_few_segments
حُجَّتُهُمْ,1,حجت | هم,حج | ت | هم,too_few_segments
يُمَارُونَ,1,ي | مار | ون,ي | مار | و | ن,too_few_segments
وَيَمْحُ,1,و | يمح,و | ي | مح,too_few_segments
لَبَغَوْا,1,لبغ | وا,ل | بغ | وا,too_few_segments
فَيَظْلَلْنَ,1,ف | ي | ظللن,ف | ي | ظلل | ن,too_few_segments
يُوبِقْهُنَّ,1,يوبق | هن,ي | وبق | هن,too_few_segments
وَيَعْفُ,1,و | يعف,و | ي | يعف,too_few_segments
يَغْفِرُونَ,1,ي | غفر | ون,ي | غفر,too_many_segments
وَيَبْغُونَ,1,و | ي | بغ | ون,و | ي | بغ | و | ن,too_few_segments
مَلْجَإٍ,1,ملجإ,ملجأ,wrong_content
يَهَبُ,1,يهب,ي | هب,too_few_segments
وَيَهَبُ,1,و | يهب,و | ي | هب,too_few_segments
فَيُوحِيَ,1,ف | يوح | ي,ف | ي | وحي,wrong_content
عَلِيٌّ,1,على | ي,علي,too_many_segments
لَتَهْدِي,1,لتهد | ي,ل | ت | هدي,too_few_segments
لَعَلِيٌّ,1,ل | على | ي,ل | علي,too_many_segments
أَفَنَضْرِبُ,1,أفنضرب,أ | ف | ن | ضرب,too_few_segments
فَأَهْلَكْنَا,1,ف | أهلك | نا,ف | أهلك,too_many_segments
لَمُنْقَلِبُونَ,1,لمنقلب | ون,ل | منقلب | ون,too_few_segments
أَشَهِدُوا,1,أشهد | وا,أ | شهد | وا,too_few_segments
شَهَادَتُهُمْ,1,شهاد | ة | هم,شهاد | ت | هم,wrong_content
الْقَرْيَتَيْنِ,1,ال | قريت | ين,ال | قري | ت | ين,too_few_segments
مَعِيشَتَهُمْ,1,معيش | ة | هم,معيش | ت | هم,wrong_content
لِيَتَّخِذَ,1,ل | يتخذ,ل | ي | تخذ,too_few_segments
وَرَحْمَتُ,1,و | رحمت,و | رحم | ة,too_few_segments
لِبُيُوتِهِمْ,1,ل | بيو | ة | هم,ل | بيوت | هم,too_many_segments
وَلِبُيُوتِهِمْ,1,و | ل | بيو | ة | هم,و | ل | بيوت | هم,too_many_segments
يَعْشُ,1,يعش,ي | عش,too_few_segments
نُقَيِّضْ,1,ن | قيض,نقيض,too_many_segments
لَيَصُدُّونَهُمْ,1,ليصدون | هم,ل | ي | صد | ون | هم,too_few_segments
الْقَرِينُ,1,ال | قر | ين,ال | قرين,too_many_segments
نَذْهَبَنَّ,1,ن | ذهبن,ن | ذهب | ن,too_few_segments
وَعَدْنَاهُمْ,1,و | عد | نا | هم,وعد | نا | هم,too_many_segments
فَاسْتَمْسِكْ,1,ف | استمس | ك,ف | استمسك,too_many_segments
أَجَعَلْنَا,1,أجعل | نا,أ | جعل | نا,too_few_segments
أُخْتِهَا,1,أخ | ت | ها,أخت | ها,too_many_segments
يَاأَيُّهَا,1,يا | أي | ها,يا | أي | ه,wrong_content
فَأَطَاعُوهُ,1,ف | أطاعو | ه,ف | أطاع | و | ه,too_few_segments
آسَفُونَا,1,آسفو | نا,آسف | و | نا,too_few_segments
يَصِدُّونَ,1,ي | صد | ون,ي | صد | و | ن,too_few_segments
أَآلِهَتُنَا,1,أآله | ة | نا,أ | آله | ت | نا,too_few_segments
ضَرَبُوهُ,1,ضربو | ه,ضرب | و | ه,too_few_segments
يَخْلُفُونَ,1,ي | خلف | ون,ي | خلف | و | ن,too_few_segments
تَمْتَرُنَّ,1,ت | مترن,ت | متر | ن,too_few_segments
وَاتَّبِعُونِ,1,و | اتبع | ون,و | اتبع | و | ن,too_few_segments
يَصُدَّنَّكُمُ,1,ي | صدن | كم,ي | صد | ن | كم,too_few_segments
وَلِأُبَيِّنَ,1,و | ل | أب | ين,و | ل | أ | بين,wrong_content
الْأَخِلَّاءُ,1,ال | أخلاء,ال | لأخلاء,wrong_content
الْأَعْيُنُ,1,ال | أع | ين,ال | أعين,too_many_segments
لِيَقْضِ,1,ل | يقض,ل | ي | قض,too_few_segments
وَتَبَارَكَ,1,و | تبار | ك,و | تبارك,too_many_segments
لَيْلَةٍ,1,ل | يل | ة,ليل | ة,too_many_segments
كَاشِفُو,1,كاشفو,كاشف | و,too_few_segments
وَاتْرُكِ,1,و | اتر | ك,و | ا | ترك,wrong_content
رَهْوَاً,1,ره | وا,رهو | ا,wrong_content
مَوْتَتُنَا,1,مو | ت | ة | نا,موت | ت | نا,too_many_segments
خَلَقْنَاهُمَا,1,خلق | نا | هما,خلق | نا | ه | ما,too_few_segments
مِيقَاتُهُمْ,1,ميق | ات | هم,ميقات | هم,too_many_segments
شَجَرَتَ,1,شجرت,شجر | ة,too_few_segments
الْبُطُونِ,1,ال | بط | ون,ال | بطون,too_many_segments
كَغَلْيِ,1,كغل | ي,ك | غلي,wrong_content
فَاعْتِلُوهُ,1,ف | اعتلو | ه,ف | ا | عتل | و | ه,too_few_segments
وَمَمَاتُهُمْ,1,و | مم | ات | هم,و | ممات | هم,too_many_segments
حُجَّتَهُمْ,1,حجت | هم,حج | ت | هم,too_few_segments
تُدْعَى,1,ت | دعى,ت | دعي,wrong_content
كِتَابِهَا,1,ك | تاب | ها,كتاب | ها,too_many_segments
كِتَابُنَا,1,ك | ت | اب | نا,كتاب | نا,too_many_segments
بِدْعَاً,1,ب | دع | ا,بدع | ا,too_many_segments
نَتَقَبَّلُ,1,نتقبل,ن | تقبل,too_few_segments
وَنَتَجَاوَزُ,1,و | نتجاوز,و | ن | تجاوز,too_few_segments
لِوَالِدَيْهِ,1,ل | والدي | ه,ل | والد | ي | ه,too_few_segments
أَتَعِدَانِنِي,1,أ | تعدان | ني,أ | ت | عد | ان | ن | ي,too_few_segments
الْقُرُونُ,1,ال | قر | ون,ال | قرون,too_many_segments
حَيَاتِكُمُ,1,حي | ات | كم,حيا | ة | كم,wrong_content
وَأُبَلِّغُكُمْ,1,و | أبلغ | كم,و | أ | بلغ | كم,too_few_segments
أَوْدِيَتِهِمْ,1,أودي | ة | هم,أودي | ت | هم,wrong_content
أَفْئِدَتُهُمْ,1,أفئد | ة | هم,أفئد | ت | هم,wrong_content
حَضَرُوهُ,1,حضرو | ه,حضر | و | ه,too_few_segments
يَعْيَ,1,يعي,ي | عي,too_few_segments
أَثْخَنْتُمُوهُمْ,1,أثخن | تمو | هم,أثخن | تم | و | هم,too_few_segments
تَضَعَ,1,تضع,ت | ضع,too_few_segments
لَانْتَصَرَ,1,لانتصر,ل | انتصر,too_few_segments
قَرْيَتِكَ,1,قري | ة | ك,قري | ت | ك,wrong_content
لَبَنٍ,1,ل | ابن,لبن,too_many_segments
يَتَغَيَّرْ,1,يتغير,ي | تغير,too_few_segments
تَقْوَاهُمْ,1,ت | قوا | هم,تقوا | هم,too_many_segments
وَمَثْوَاكُمْ,1,و | مث | وا | كم,و | مثوا | كم,too_many_segments
أَرْحَامَكُمْ,1,أرحام | كم,أرحام,too_many_segments
وَأَمْلَى,1,و | أملى,و | أ | ملى,too_few_segments
تَوَفَّتْهُمُ,1,ت | وفت | هم,توف | ت | هم,wrong_content
لَأَرَيْنَاكَهُمْ,1,لأريناك | هم,ل | أري | نا | ك | هم,too_few_segments
فَلَعَرَفْتَهُمْ,1,ف | لعرف | ة | هم,ف | ل | عرف | ت | هم,too_few_segments
وَلَتَعْرِفَنَّهُمْ,1,و | لتعرفن | هم,و | ل | ت | عرف | ن | هم,too_few_segments
وَنَبْلُوَ,1,و | ن | ب | لو,و | ن | بلو,too_many_segments
يَتِرَكُمْ,1,يتر | كم,ي | ترك | كم,too_few_segments
يَسْأَلْكُمُوهَا,1,ي | سألكمو | ها,ي | سأل | كم | و | ها,too_few_segments
تَقَدَّمَ,1,ت | قدم,تقدم,too_many_segments
وَتُعَزِّرُوهُ,1,و | ت | عزرو | ه,و | ت | عزر | و | ه,too_few_segments
وَتُوَقِّرُوهُ,1,و | توقرو | ه,و | ت | وقر | و | ه,too_few_segments
وَتُسَبِّحُوهُ,1,و | ت | سبحو | ه,و | ت | سبح | و | ه,too_few_segments
يُبَايِعُونَ,1,ي | بايع | ون,ي | بايع | و | ن,too_few_segments
وَأَهْلُونَا,1,و | أهلو | نا,و | أهل | ون | ا,too_few_segments
أَهْلِيهِمْ,1,أهلي | هم,أهل | ي | هم,too_few_segments
انْطَلَقْتُمْ,1,ا | ن | طلق | تم,انطلق | تم,too_many_segments
لِتَأْخُذُوهَا,1,ل | ت | أخذو | ها,ل | ت | أخذ | ها,wrong_content
ذَرُونَا,1,ذرو | نا,ذر | و | نا,too_few_segments
نَتَّبِعْكُمْ,1,نتبع | كم,ن | تبع | كم,too_few_segments
تَتَّبِعُونَا,1,تتبعو | نا,ت | تبع | و | نا,too_few_segments
كَذَلِكُمْ,1,كذل | كم,ك | ذلك | م,too_few_segments
تَحْسُدُونَنَا,1,ت | حسدون | نا,ت | حسد | ون | نا,too_few_segments
تُقَاتِلُونَهُمْ,1,ت | قاتلون | هم,ت | قاتل | ون | هم,too_few_segments
يُسْلِمُونَ,1,ي | سلم | ون,ي | سلم | و | ن,too_few_segments
يَأْخُذُونَهَا,1,ي | أخذون | ها,ي | أخذ | و | ن,too_few_segments
وَعَدَكُمُ,1,و | عد | كم,وعد | كم,too_many_segments
تَأْخُذُونَهَا,1,ت | أخذون | ها,ت | أخذ | ون | ها,too_few_segments
لَوَلَّوُا,1,لول | وا,ل | ول | وا,too_few_segments
وَصَدُّوكُمْ,1,و | صدو | كم,و | صد | و | كم,too_few_segments
تَعْلَمُوهُمْ,1,ت | علمو | هم,ت | علم | و | هم,too_few_segments
تَطَئُوهُمْ,1,تطئو | هم,ت | طئ | و | هم,too_few_segments
لَعَذَّبْنَا,1,لعذب | نا,ل | عذب | نا,too_few_segments
لَتَدْخُلُنَّ,1,لتدخلن,ل | ت | دخل | ن,too_few_segments
تَرَاهُمْ,1,ترا | هم,ت | را | هم,too_few_segments
سِيمَاهُمْ,1,س | يما | هم,سيم | ا | هم,wrong_content
كَزَرْعٍ,1,كزرع,ك | زرع,too_few_segments
لِيَغِيظَ,1,ل | يغيظ,ل | ي | غيظ,too_few_segments
يَدَيِ,1,يدي,يد | ي,too_few_segments
أَصْوَاتَكُمْ,1,أصو | ات | كم,أصوات | كم,too_many_segments
صَوْتِ,1,صو | ت,صوت,too_many_segments
كَجَهْرِ,1,كجهر,ك | جهر,too_few_segments
أَصْوَاتَهُمْ,1,أصو | ات | هم,أصوات | هم,too_many_segments
يُنَادُونَكَ,1,ينادون | ك,ي | ناد | ون | ك,too_few_segments
لَعَنِتُّمْ,1,لعن | تم,ل | عن | تم,too_few_segments
وَكَرَّهَ,1,و | كر | ه,و | كره,too_many_segments
تَفِيءَ,1,تفيء,ت | فيء,too_few_segments
فَاءَتْ,1,ف | اء | ت,فاء | ت,too_many_segments
أَخَوَيْكُمْ,1,أخوي | كم,أخو | ي | كم,too_few_segments
لِتَعَارَفُوا,1,ل | ت | عارف | وا,ل | تعارف | وا,too_many_segments
يَلِتْكُمْ,1,يلت | كم,ي | لت | كم,too_few_segments
تَمُنُّوا,1,تمن | وا,ت | من | وا,too_few_segments
فُرُوجٍ,1,ف | روج,فروج,too_many_segments
أَفَعَيِينَا,1,أفعيي | نا,أ | ف | عيي | نا,too_few_segments
